timestamp,mac_hash,rssi,gps_fix,lat,lon
2026-02-13 22:52:53,5923b2fbdc7c73d5,-95,1,17.45616,78.41743
2026-02-13 22:52:53,85a22dc5aca4eea7,-96,1,17.45616,78.41743
2026-02-13 22:52:53,89701869d043c35c,-52,1,17.45616,78.41743
2026-02-13 22:52:53,f434a11a64a24d22,-94,1,17.45616,78.41743
2026-02-13 22:52:58,85a22dc5aca4eea7,-97,1,17.45616,78.41743
2026-02-13 22:52:58,89701869d043c35c,-52,1,17.45616,78.41743
2026-02-13 22:52:58,c5a59d055f02a72f,-84,1,17.45616,78.41743
2026-02-13 22:52:58,f434a11a64a24d22,-95,1,17.45616,78.41743
2026-02-13 22:52:58,05f97bb533550a48,-94,1,17.45616,78.41743
2026-02-13 22:53:03,85a22dc5aca4eea7,-98,1,17.45616,78.41743
2026-02-13 22:53:03,89701869d043c35c,-52,1,17.45616,78.41743
2026-02-13 22:53:03,c5a59d055f02a72f,-84,1,17.45616,78.41743
2026-02-13 22:53:08,85a22dc5aca4eea7,-99,1,17.45615,78.41743
2026-02-13 22:53:08,89701869d043c35c,-51,1,17.45615,78.41743
2026-02-13 22:53:08,c5a59d055f02a72f,-94,1,17.45615,78.41743
2026-02-13 22:53:08,42c19f6ab030777e,-99,1,17.45615,78.41743
2026-02-13 22:53:13,85a22dc5aca4eea7,-96,1,17.45615,78.41741
2026-02-13 22:53:13,89701869d043c35c,-52,1,17.45615,78.41741
2026-02-13 22:53:18,85a22dc5aca4eea7,-101,1,17.45614,78.41742
2026-02-13 22:53:19,89701869d043c35c,-52,1,17.45614,78.41742
2026-02-13 22:53:24,85a22dc5aca4eea7,-99,1,17.45614,78.41741
2026-02-13 22:53:24,89701869d043c35c,-52,1,17.45614,78.41741
2026-02-13 22:53:24,c5a59d055f02a72f,-95,1,17.45614,78.41741
2026-02-13 22:53:29,ec462cc670cf6052,-98,1,17.45614,78.41742
2026-02-13 22:53:29,85a22dc5aca4eea7,-99,1,17.45614,78.41742
2026-02-13 22:53:29,89701869d043c35c,-52,1,17.45614,78.41742
2026-02-13 22:53:34,ec462cc670cf6052,-97,1,17.45614,78.41741
2026-02-13 22:53:34,d9d9deaf139b93c2,-97,1,17.45614,78.41741
2026-02-13 22:53:34,85a22dc5aca4eea7,-98,1,17.45614,78.41741
2026-02-13 22:53:34,89701869d043c35c,-53,1,17.45614,78.41741
2026-02-13 22:53:39,5923b2fbdc7c73d5,-97,1,17.45614,78.41741
2026-02-13 22:53:39,ec462cc670cf6052,-97,1,17.45614,78.41741
2026-02-13 22:53:39,d9d9deaf139b93c2,-98,1,17.45614,78.41741
2026-02-13 22:53:39,85a22dc5aca4eea7,-95,1,17.45614,78.41741
2026-02-13 22:53:39,89701869d043c35c,-51,1,17.45614,78.41741
2026-02-13 22:53:39,c5a59d055f02a72f,-87,1,17.45614,78.41741
2026-02-13 22:53:44,ec462cc670cf6052,-96,1,17.45615,78.41742
2026-02-13 22:53:44,85a22dc5aca4eea7,-98,1,17.45615,78.41742
2026-02-13 22:53:44,89701869d043c35c,-52,1,17.45615,78.41742
2026-02-13 22:53:49,d9d9deaf139b93c2,-97,1,17.45615,78.41742
2026-02-13 22:53:49,85a22dc5aca4eea7,-99,1,17.45615,78.41742
2026-02-13 22:53:49,89701869d043c35c,-51,1,17.45615,78.41742
2026-02-13 22:53:54,d9d9deaf139b93c2,-95,1,17.45616,78.41742
2026-02-13 22:53:54,85a22dc5aca4eea7,-98,1,17.45616,78.41742
2026-02-13 22:53:54,89701869d043c35c,-51,1,17.45616,78.41742
2026-02-13 22:53:59,85a22dc5aca4eea7,-98,1,17.45616,78.41742
2026-02-13 22:53:59,89701869d043c35c,-52,1,17.45616,78.41742
2026-02-13 22:53:59,c5a59d055f02a72f,-91,1,17.45616,78.41742
2026-02-13 22:54:04,5923b2fbdc7c73d5,-97,1,17.45615,78.41743
2026-02-13 22:54:04,85a22dc5aca4eea7,-98,1,17.45615,78.41743
2026-02-13 22:54:04,89701869d043c35c,-51,1,17.45615,78.41743
2026-02-13 22:54:04,c5a59d055f02a72f,-87,1,17.45615,78.41743
2026-02-13 22:54:09,89701869d043c35c,-52,1,17.45615,78.41743
2026-02-13 22:54:14,85a22dc5aca4eea7,-96,1,17.45614,78.41743
2026-02-13 22:54:14,89701869d043c35c,-53,1,17.45614,78.41743
2026-02-13 22:54:19,89701869d043c35c,-52,1,17.45614,78.41743
2026-02-13 22:54:24,d62a75251ab6deb9,-95,1,17.45614,78.41744
2026-02-13 22:54:24,222a397623876ae4,-93,1,17.45614,78.41744
2026-02-13 22:54:24,85a22dc5aca4eea7,-97,1,17.45614,78.41744
2026-02-13 22:54:24,89701869d043c35c,-53,1,17.45614,78.41744
2026-02-13 22:54:29,222a397623876ae4,-93,1,17.45613,78.41744
2026-02-13 22:54:29,85a22dc5aca4eea7,-99,1,17.45613,78.41744
2026-02-13 22:54:29,89701869d043c35c,-52,1,17.45613,78.41744
2026-02-13 22:54:34,89701869d043c35c,-52,1,17.45612,78.41742
2026-02-13 22:54:34,c5a59d055f02a72f,-87,1,17.45612,78.41742
2026-02-13 22:54:39,688d013528453d5e,-96,1,17.45612,78.41742
2026-02-13 22:54:39,222a397623876ae4,-92,1,17.45612,78.41742
2026-02-13 22:54:39,85a22dc5aca4eea7,-98,1,17.45612,78.41742
2026-02-13 22:54:39,89701869d043c35c,-52,1,17.45612,78.41742
2026-02-13 22:54:39,c5a59d055f02a72f,-87,1,17.45612,78.41742
2026-02-13 22:54:44,688d013528453d5e,-98,1,17.45613,78.41743
2026-02-13 22:54:44,222a397623876ae4,-95,1,17.45613,78.41743
2026-02-13 22:54:44,89701869d043c35c,-52,1,17.45613,78.41743
2026-02-13 22:54:49,688d013528453d5e,-98,1,17.45614,78.41744
2026-02-13 22:54:49,d62a75251ab6deb9,-96,1,17.45614,78.41744
2026-02-13 22:54:49,5923b2fbdc7c73d5,-96,1,17.45614,78.41744
2026-02-13 22:54:49,222a397623876ae4,-92,1,17.45614,78.41744
2026-02-13 22:54:49,85a22dc5aca4eea7,-98,1,17.45614,78.41744
2026-02-13 22:54:49,89701869d043c35c,-52,1,17.45614,78.41744
2026-02-13 22:54:49,c5a59d055f02a72f,-94,1,17.45614,78.41744
2026-02-13 22:54:54,688d013528453d5e,-96,1,17.45613,78.41744
2026-02-13 22:54:54,d62a75251ab6deb9,-96,1,17.45613,78.41744
2026-02-13 22:54:54,222a397623876ae4,-92,1,17.45613,78.41744
2026-02-13 22:54:54,89701869d043c35c,-53,1,17.45613,78.41744
2026-02-13 22:54:59,5923b2fbdc7c73d5,-97,1,17.45614,78.41745
2026-02-13 22:54:59,85a22dc5aca4eea7,-98,1,17.45614,78.41745
2026-02-13 22:54:59,89701869d043c35c,-52,1,17.45614,78.41745
2026-02-13 22:54:59,c5a59d055f02a72f,-94,1,17.45614,78.41745
2026-02-13 22:55:04,85a22dc5aca4eea7,-98,1,17.45615,78.41744
2026-02-13 22:55:04,89701869d043c35c,-58,1,17.45615,78.41744
2026-02-13 22:55:09,688d013528453d5e,-97,1,17.45614,78.41745
2026-02-13 22:55:09,85a22dc5aca4eea7,-98,1,17.45614,78.41745
2026-02-13 22:55:09,89701869d043c35c,-52,1,17.45614,78.41745
2026-02-13 22:55:09,c5a59d055f02a72f,-85,1,17.45614,78.41745
2026-02-13 22:55:14,89701869d043c35c,-52,1,17.45613,78.41745
2026-02-13 22:55:19,222a397623876ae4,-95,1,17.45614,78.41745
2026-02-13 22:55:19,85a22dc5aca4eea7,-99,1,17.45614,78.41745
2026-02-13 22:55:19,89701869d043c35c,-54,1,17.45614,78.41745
2026-02-13 22:55:19,c5a59d055f02a72f,-88,1,17.45614,78.41745
2026-02-13 22:55:24,222a397623876ae4,-94,1,17.45614,78.41745
2026-02-13 22:55:24,85a22dc5aca4eea7,-98,1,17.45614,78.41745
2026-02-13 22:55:24,89701869d043c35c,-54,1,17.45614,78.41745
2026-02-13 22:55:24,c5a59d055f02a72f,-85,1,17.45614,78.41745
2026-02-13 22:55:29,222a397623876ae4,-95,1,17.45613,78.41743
2026-02-13 22:55:29,85a22dc5aca4eea7,-100,1,17.45613,78.41743
2026-02-13 22:55:29,89701869d043c35c,-52,1,17.45613,78.41743
2026-02-13 22:55:29,c5a59d055f02a72f,-95,1,17.45613,78.41743
2026-02-13 22:55:34,222a397623876ae4,-94,1,17.45613,78.41746
2026-02-13 22:55:34,85a22dc5aca4eea7,-97,1,17.45613,78.41746
2026-02-13 22:55:34,89701869d043c35c,-52,1,17.45613,78.41746
2026-02-13 22:55:39,222a397623876ae4,-95,1,17.45615,78.41746
2026-02-13 22:55:39,85a22dc5aca4eea7,-98,1,17.45615,78.41746
